,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_ratio_numeric,difference_application_post_dates
1018,AI01019,Autonomous Systems Engineer,134833,USD,Senior-Level ,Freelance,Norway,Small,Norway,50,"R, Mathematics, Statistics, Scala, Kubernetes",Bachelor,7,Government,2024-10-30,2024-12-16,1109,9.3,DataVision Ltd,Hybrid,47
1019,AI01020,Data Analyst,108128,USD,Mid-Level,Freelance,United States,Small,United States,50,"Linux, SQL, Azure, R",Bachelor,2,Government,2025-04-22,2025-06-22,1213,9.2,Autonomous Tech,Hybrid,61
1020,AI01021,Data Engineer,152069,USD,Executive-level,Freelance,Singapore,Small,Singapore,50,"Python, TensorFlow, PyTorch",PhD,12,Manufacturing,2024-12-21,2025-01-24,2117,6.6,DataVision Ltd,Hybrid,34
1021,AI01022,Computer Vision Engineer,88423,USD,Senior-Level ,Full-Time,Austria,Large,Austria,50,"GCP, SQL, Tableau, TensorFlow, Linux",Associate,6,Technology,2024-08-14,2024-10-16,1796,9.4,Neural Networks Co,Hybrid,63
1022,AI01023,Machine Learning Engineer,43468,USD,Entry-Level,Part-Time,Finland,Medium,Finland,50,"Java, Linux, SQL, Hadoop, GCP",Bachelor,0,Real Estate,2024-10-20,2024-11-15,2329,8.6,DataVision Ltd,Hybrid,26
1023,AI01024,Research Scientist,85934,USD,Senior-Level ,Freelance,South Korea,Medium,South Korea,50,"AWS, Docker, MLOps, Scala, Data Visualization",PhD,6,Transportation,2024-04-16,2024-06-15,982,6.5,Digital Transformation LLC,Hybrid,60
1024,AI01025,Robotics Engineer,88205,EUR,Mid-Level,Part-Time,Netherlands,Small,Netherlands,0,"PyTorch, R, Hadoop",Bachelor,2,Government,2024-12-12,2025-01-11,1489,7.1,Autonomous Tech,On-site,30
1025,AI01026,Data Engineer,76655,USD,Mid-Level,Freelance,Canada,Small,Canada,0,"Spark, Docker, NLP, PyTorch, Computer Vision",Bachelor,3,Consulting,2024-04-07,2024-04-26,805,8.6,Autonomous Tech,On-site,19
1026,AI01027,AI Architect,172093,USD,Executive-level,Full-Time,Japan,Medium,Japan,0,"SQL, TensorFlow, MLOps, Computer Vision",Master,10,Energy,2024-05-23,2024-06-27,2317,8.9,Autonomous Tech,On-site,35
1027,AI01028,Computer Vision Engineer,73263,USD,Mid-Level,Contract,China,Medium,Germany,0,"PyTorch, Scala, NLP, TensorFlow, Java",Bachelor,2,Consulting,2024-03-16,2024-05-13,1524,6.9,Digital Transformation LLC,On-site,58
1028,AI01029,AI Research Scientist,145214,USD,Executive-level,Full-Time,Australia,Medium,France,0,"Kubernetes, Spark, Linux",Associate,17,Real Estate,2024-04-07,2024-04-24,1873,5.9,Smart Analytics,On-site,17
1029,AI01030,AI Product Manager,179667,USD,Executive-level,Full-Time,Australia,Large,Australia,0,"SQL, R, MLOps, Deep Learning, Statistics",PhD,11,Healthcare,2024-02-27,2024-04-13,1045,9.4,DataVision Ltd,On-site,46
1030,AI01031,AI Research Scientist,171215,USD,Executive-level,Part-Time,Japan,Medium,Japan,0,"MLOps, Kubernetes, Data Visualization, Spark",Associate,11,Automotive,2024-06-28,2024-07-22,1055,5.7,Digital Transformation LLC,On-site,24
1031,AI01032,Data Analyst,102169,EUR,Mid-Level,Part-Time,France,Medium,Sweden,100,"Hadoop, Kubernetes, Python, Deep Learning, AWS",Bachelor,3,Government,2025-04-11,2025-05-20,1993,6.6,Predictive Systems,Remote,39
1032,AI01033,Data Analyst,156162,USD,Executive-level,Contract,Singapore,Small,Germany,50,"Docker, Python, Computer Vision, NLP",Master,19,Finance,2024-06-18,2024-07-28,2210,7.9,Neural Networks Co,Hybrid,40
1033,AI01034,AI Consultant,187720,USD,Executive-level,Full-Time,Denmark,Medium,Denmark,50,"Linux, SQL, Scala",Bachelor,18,Government,2024-08-14,2024-09-13,1458,7.9,Cloud AI Solutions,Hybrid,30
1034,AI01035,ML Ops Engineer,53217,USD,Mid-Level,Freelance,China,Small,China,100,"Tableau, SQL, Python, Linux",Associate,2,Transportation,2024-02-05,2024-03-09,2317,8.0,Predictive Systems,Remote,33
1035,AI01036,Data Scientist,35049,USD,Entry-Level,Contract,India,Small,China,0,"Java, Python, Kubernetes",Bachelor,1,Real Estate,2024-06-29,2024-07-23,1797,9.8,TechCorp Inc,On-site,24
1036,AI01037,Machine Learning Researcher,53379,USD,Entry-Level,Part-Time,South Korea,Large,South Korea,0,"Kubernetes, SQL, R, Mathematics, Spark",Associate,0,Government,2024-09-16,2024-10-08,1475,5.9,Advanced Robotics,On-site,22
1037,AI01038,Data Analyst,55411,USD,Mid-Level,Contract,Austria,Small,Austria,50,"MLOps, TensorFlow, Data Visualization, SQL, GCP",Associate,2,Telecommunications,2025-03-20,2025-04-14,2239,7.6,Quantum Computing Inc,Hybrid,25
1038,AI01039,AI Architect,334614,USD,Executive-level,Contract,Norway,Large,Norway,50,"Data Visualization, Scala, Computer Vision",Master,19,Technology,2024-01-19,2024-02-24,1451,5.2,Digital Transformation LLC,Hybrid,36
1039,AI01040,Machine Learning Researcher,104343,USD,Senior-Level ,Part-Time,Ireland,Medium,Netherlands,100,"Python, Kubernetes, Deep Learning, Spark",Master,6,Transportation,2025-02-26,2025-03-12,509,8.3,AI Innovations,Remote,14
1040,AI01041,Data Engineer,38483,USD,Entry-Level,Part-Time,South Korea,Small,South Korea,50,"Kubernetes, Java, GCP, Computer Vision",Master,1,Media,2025-04-24,2025-05-30,588,6.4,Autonomous Tech,Hybrid,36
1041,AI01042,AI Software Engineer,52483,USD,Entry-Level,Part-Time,Israel,Large,Japan,100,"SQL, TensorFlow, Data Visualization, Azure",Associate,1,Consulting,2024-07-06,2024-09-11,1027,8.6,Cloud AI Solutions,Remote,67
1042,AI01043,Head of AI,49223,USD,Entry-Level,Part-Time,Israel,Small,Ireland,50,"SQL, PyTorch, Python, Hadoop",PhD,1,Real Estate,2025-02-09,2025-03-07,1980,9.8,Quantum Computing Inc,Hybrid,26
1043,AI01044,Deep Learning Engineer,122233,EUR,Mid-Level,Contract,Netherlands,Large,Netherlands,0,"Data Visualization, MLOps, SQL, Docker, NLP",Associate,2,Government,2024-05-29,2024-06-28,722,7.4,Cloud AI Solutions,On-site,30
1044,AI01045,Principal Data Scientist,221710,USD,Senior-Level ,Freelance,Switzerland,Large,Switzerland,50,"R, Deep Learning, SQL",PhD,5,Government,2024-02-04,2024-02-23,2155,5.3,Autonomous Tech,Hybrid,19
1045,AI01046,Machine Learning Researcher,61681,USD,Mid-Level,Contract,India,Medium,India,50,"AWS, Java, TensorFlow",Associate,4,Finance,2025-04-14,2025-05-15,795,10.0,Smart Analytics,Hybrid,31
1046,AI01047,Deep Learning Engineer,67671,USD,Mid-Level,Freelance,South Korea,Medium,South Korea,100,"Deep Learning, Kubernetes, Computer Vision",PhD,2,Government,2024-04-28,2024-05-18,1708,5.2,TechCorp Inc,Remote,20
1047,AI01048,Machine Learning Engineer,237827,USD,Executive-level,Contract,Norway,Medium,Norway,100,"Python, Mathematics, R, Linux, Azure",Associate,14,Manufacturing,2024-06-25,2024-08-09,1468,6.0,DataVision Ltd,Remote,45
1048,AI01049,Data Engineer,269645,USD,Executive-level,Freelance,Australia,Large,Australia,100,"Hadoop, Linux, Python, TensorFlow",Bachelor,16,Healthcare,2024-04-25,2024-06-16,1694,7.2,AI Innovations,Remote,52
1049,AI01050,Data Analyst,123571,USD,Senior-Level ,Contract,Australia,Small,Australia,0,"Hadoop, Spark, MLOps, Computer Vision, Scala",Master,9,Healthcare,2024-10-21,2024-11-09,2124,8.8,Neural Networks Co,On-site,19
1050,AI01051,Head of AI,135653,USD,Executive-level,Freelance,Austria,Large,Austria,0,"Kubernetes, Git, Docker, Deep Learning",Master,14,Telecommunications,2024-09-04,2024-11-12,1116,8.0,DataVision Ltd,On-site,69
1051,AI01052,Machine Learning Engineer,63527,USD,Mid-Level,Full-Time,Canada,Small,Canada,0,"Deep Learning, Python, Hadoop",Bachelor,4,Healthcare,2025-04-13,2025-05-26,868,6.1,DataVision Ltd,On-site,43
1052,AI01053,AI Product Manager,149345,EUR,Executive-level,Part-Time,France,Medium,France,50,"Spark, R, Python",PhD,18,Finance,2025-01-28,2025-03-23,1437,9.9,Predictive Systems,Hybrid,54
1053,AI01054,Head of AI,88770,USD,Senior-Level ,Contract,South Korea,Medium,South Korea,100,"Python, Docker, PyTorch",Master,7,Technology,2024-04-12,2024-06-07,1352,6.0,TechCorp Inc,Remote,56
1054,AI01055,Robotics Engineer,116638,USD,Senior-Level ,Full-Time,Singapore,Medium,Singapore,50,"AWS, Linux, Git, Java, R",Master,8,Telecommunications,2025-04-07,2025-04-22,1989,8.5,Future Systems,Hybrid,15
1055,AI01056,Principal Data Scientist,89557,USD,Entry-Level,Full-Time,Norway,Large,Norway,0,"Kubernetes, Hadoop, TensorFlow, Linux, Azure",Associate,0,Media,2024-01-28,2024-03-15,678,8.9,Neural Networks Co,On-site,47
1056,AI01057,Data Engineer,127936,USD,Mid-Level,Full-Time,United States,Large,United States,0,"Deep Learning, Scala, Data Visualization, Docker",Bachelor,2,Education,2024-09-06,2024-10-07,1140,5.4,Digital Transformation LLC,On-site,31
1057,AI01058,Principal Data Scientist,172697,EUR,Senior-Level ,Contract,Netherlands,Large,Netherlands,100,"Git, Kubernetes, Python, TensorFlow",PhD,7,Telecommunications,2024-06-05,2024-07-04,646,6.3,Quantum Computing Inc,Remote,29
1058,AI01059,ML Ops Engineer,264300,USD,Executive-level,Full-Time,United States,Large,United Kingdom,50,"Python, Scala, Computer Vision, TensorFlow",Associate,12,Technology,2024-03-04,2024-04-15,1805,8.6,Predictive Systems,Hybrid,42
1059,AI01060,AI Product Manager,49695,USD,Entry-Level,Full-Time,Austria,Large,Denmark,100,"Git, PyTorch, Java",Bachelor,0,Education,2024-11-28,2025-01-04,1760,6.2,Neural Networks Co,Remote,37
1060,AI01061,AI Architect,268218,USD,Executive-level,Freelance,Norway,Medium,Norway,50,"PyTorch, Scala, Deep Learning, Mathematics",Associate,10,Media,2024-10-17,2024-11-17,1119,9.4,Cloud AI Solutions,Hybrid,31
1061,AI01062,Machine Learning Researcher,244121,GBP,Executive-level,Part-Time,United Kingdom,Medium,United Kingdom,0,"PyTorch, Docker, Computer Vision, Scala, Hadoop",PhD,15,Healthcare,2024-08-28,2024-11-05,645,5.0,Advanced Robotics,On-site,69
1062,AI01063,AI Product Manager,64393,USD,Entry-Level,Contract,Ireland,Large,Ireland,100,"SQL, NLP, MLOps, Linux",Associate,0,Gaming,2024-11-02,2024-12-08,1232,5.8,Quantum Computing Inc,Remote,36
1063,AI01064,Deep Learning Engineer,128609,USD,Executive-level,Part-Time,South Korea,Medium,India,0,"Tableau, Mathematics, Java",Bachelor,12,Energy,2024-07-31,2024-09-11,1082,6.7,Algorithmic Solutions,On-site,42
1064,AI01065,AI Research Scientist,177931,USD,Executive-level,Freelance,Austria,Large,Finland,50,"Computer Vision, Linux, TensorFlow, Kubernetes, Python",Master,15,Telecommunications,2024-04-28,2024-06-25,736,6.4,TechCorp Inc,Hybrid,58
1065,AI01066,Computer Vision Engineer,199888,USD,Executive-level,Freelance,Singapore,Small,Sweden,100,"Azure, Data Visualization, SQL, PyTorch, Computer Vision",Bachelor,17,Media,2024-07-26,2024-08-25,1534,8.6,AI Innovations,Remote,30
1066,AI01067,Autonomous Systems Engineer,64276,USD,Entry-Level,Freelance,Australia,Large,Australia,50,"R, Docker, SQL, NLP",Bachelor,0,Consulting,2024-03-04,2024-04-27,877,7.5,Smart Analytics,Hybrid,54
1067,AI01068,Data Analyst,62281,USD,Mid-Level,Part-Time,Austria,Medium,Austria,50,"TensorFlow, Linux, Computer Vision, Hadoop, SQL",PhD,4,Technology,2025-01-19,2025-02-12,1374,7.9,Neural Networks Co,Hybrid,24
1068,AI01069,Data Engineer,186582,USD,Senior-Level ,Contract,Denmark,Medium,Denmark,0,"Linux, Deep Learning, Python, Git, Tableau",Master,5,Media,2024-08-01,2024-09-08,2107,9.3,Quantum Computing Inc,On-site,38
1069,AI01070,ML Ops Engineer,80426,USD,Entry-Level,Freelance,Canada,Large,Canada,0,"Azure, Mathematics, PyTorch",Bachelor,0,Real Estate,2025-02-03,2025-04-01,530,6.3,DataVision Ltd,On-site,57
1070,AI01071,Machine Learning Engineer,93366,USD,Senior-Level ,Full-Time,Finland,Large,Sweden,0,"Deep Learning, SQL, TensorFlow, Data Visualization",PhD,9,Energy,2024-02-12,2024-03-27,661,8.5,Predictive Systems,On-site,44
1071,AI01072,AI Software Engineer,80669,USD,Entry-Level,Full-Time,Denmark,Small,United Kingdom,100,"Kubernetes, Spark, TensorFlow, R",Bachelor,1,Government,2024-08-27,2024-09-22,1251,9.7,AI Innovations,Remote,26
1072,AI01073,AI Consultant,104706,USD,Mid-Level,Contract,Sweden,Large,India,0,"Statistics, SQL, PyTorch, Azure, Java",PhD,2,Consulting,2024-12-14,2025-02-13,1148,7.9,Digital Transformation LLC,On-site,61
1073,AI01074,Machine Learning Researcher,85510,USD,Mid-Level,Full-Time,Japan,Large,Japan,100,"TensorFlow, AWS, Hadoop, Kubernetes",PhD,4,Telecommunications,2024-10-24,2024-11-24,1995,7.9,Smart Analytics,Remote,31
1074,AI01075,Machine Learning Researcher,58608,USD,Mid-Level,Freelance,South Korea,Medium,India,100,"Python, TensorFlow, Tableau",Bachelor,3,Finance,2024-04-23,2024-06-06,1454,6.2,Predictive Systems,Remote,44
1075,AI01076,Machine Learning Engineer,41059,USD,Entry-Level,Freelance,Austria,Small,Ireland,100,"Linux, PyTorch, Python",Bachelor,1,Education,2024-06-04,2024-07-13,1376,9.8,Predictive Systems,Remote,39
1076,AI01077,AI Specialist,73796,USD,Entry-Level,Freelance,Singapore,Large,Singapore,50,"SQL, PyTorch, Tableau, Computer Vision, Spark",PhD,0,Healthcare,2024-12-14,2025-01-26,2265,9.5,DataVision Ltd,Hybrid,43
1077,AI01078,Research Scientist,139360,USD,Executive-level,Freelance,Sweden,Small,Sweden,100,"Git, Linux, NLP, Spark, Mathematics",PhD,16,Transportation,2025-03-27,2025-05-15,2111,9.9,Autonomous Tech,Remote,49
1078,AI01079,Principal Data Scientist,283408,USD,Executive-level,Freelance,Denmark,Small,Denmark,0,"Azure, Java, GCP, Scala",PhD,17,Consulting,2024-09-09,2024-11-14,2410,8.2,Predictive Systems,On-site,66
1079,AI01080,Data Analyst,113645,GBP,Mid-Level,Contract,United Kingdom,Large,United Kingdom,100,"Python, Linux, Deep Learning",Master,4,Media,2025-03-31,2025-04-30,2318,8.4,DeepTech Ventures,Remote,30
1080,AI01081,AI Software Engineer,155932,GBP,Executive-level,Part-Time,United Kingdom,Small,United Kingdom,0,"Mathematics, TensorFlow, Scala, Deep Learning",PhD,11,Government,2024-12-12,2025-02-01,1074,9.2,AI Innovations,On-site,51
1081,AI01082,Computer Vision Engineer,63898,USD,Entry-Level,Freelance,Singapore,Medium,Singapore,0,"Kubernetes, Hadoop, TensorFlow, MLOps, Data Visualization",PhD,1,Retail,2025-03-05,2025-04-24,1995,5.7,TechCorp Inc,On-site,50
1082,AI01083,Principal Data Scientist,113621,USD,Entry-Level,Part-Time,Denmark,Large,Denmark,100,"Linux, Deep Learning, R, Statistics",PhD,0,Automotive,2024-11-27,2024-12-24,1178,6.2,Digital Transformation LLC,Remote,27
1083,AI01084,AI Research Scientist,184001,USD,Executive-level,Part-Time,Switzerland,Small,Switzerland,100,"Deep Learning, MLOps, Scala, PyTorch",Associate,14,Retail,2025-03-23,2025-05-18,2398,6.7,DeepTech Ventures,Remote,56
1084,AI01085,Computer Vision Engineer,82405,EUR,Entry-Level,Full-Time,Netherlands,Large,Netherlands,100,"Docker, Java, Deep Learning, Data Visualization, Mathematics",Bachelor,0,Energy,2024-09-21,2024-12-03,2241,7.7,Neural Networks Co,Remote,73
1085,AI01086,AI Architect,306862,USD,Executive-level,Freelance,Norway,Large,Netherlands,0,"Python, Scala, AWS, Docker, Linux",Associate,12,Real Estate,2024-04-18,2024-05-22,2305,6.9,TechCorp Inc,On-site,34
1086,AI01087,AI Consultant,63532,USD,Entry-Level,Full-Time,Denmark,Small,Denmark,0,"Linux, Deep Learning, Data Visualization, GCP, MLOps",Bachelor,1,Retail,2024-11-24,2024-12-20,547,6.6,DeepTech Ventures,On-site,26
1087,AI01088,Machine Learning Engineer,58701,USD,Mid-Level,Freelance,South Korea,Medium,South Korea,100,"GCP, Python, Computer Vision, Azure, Data Visualization",Associate,4,Manufacturing,2024-07-20,2024-08-14,1765,8.4,DeepTech Ventures,Remote,25
1088,AI01089,NLP Engineer,171299,EUR,Executive-level,Part-Time,Netherlands,Small,Netherlands,0,"Azure, Java, Data Visualization, Mathematics, Kubernetes",PhD,13,Real Estate,2025-04-12,2025-05-19,602,5.8,Cognitive Computing,On-site,37
1089,AI01090,ML Ops Engineer,62306,USD,Mid-Level,Part-Time,Ireland,Medium,Canada,50,"R, NLP, Hadoop",Bachelor,4,Gaming,2024-04-12,2024-06-07,1769,7.4,TechCorp Inc,Hybrid,56
1090,AI01091,Deep Learning Engineer,108428,USD,Mid-Level,Part-Time,Norway,Medium,Norway,100,"Scala, Spark, Statistics, Python",Bachelor,4,Real Estate,2024-03-30,2024-05-01,1020,9.3,Advanced Robotics,Remote,32
1091,AI01092,AI Consultant,105008,EUR,Senior-Level ,Contract,Germany,Medium,Germany,0,"Hadoop, R, Data Visualization, Docker",Bachelor,9,Consulting,2024-04-12,2024-05-17,1909,9.5,Machine Intelligence Group,On-site,35
1092,AI01093,NLP Engineer,109329,EUR,Senior-Level ,Part-Time,France,Medium,France,50,"Scala, Kubernetes, Data Visualization, GCP, Linux",Associate,8,Education,2024-09-07,2024-10-05,944,10.0,Cognitive Computing,Hybrid,28
1093,AI01094,AI Architect,129639,USD,Senior-Level ,Part-Time,Sweden,Large,Sweden,50,"Deep Learning, Java, SQL",Master,5,Telecommunications,2025-01-12,2025-01-28,784,8.2,Algorithmic Solutions,Hybrid,16
1094,AI01095,Computer Vision Engineer,153539,USD,Mid-Level,Freelance,Switzerland,Large,India,100,"Spark, Kubernetes, Mathematics, Linux, SQL",Bachelor,3,Media,2024-11-02,2024-12-02,1620,6.8,Autonomous Tech,Remote,30
1095,AI01096,Head of AI,47668,USD,Entry-Level,Contract,Canada,Small,Canada,100,"Spark, PyTorch, Kubernetes, AWS, Docker",PhD,0,Transportation,2024-02-19,2024-04-28,1948,9.2,Algorithmic Solutions,Remote,69
1096,AI01097,Research Scientist,156235,USD,Senior-Level ,Contract,Denmark,Small,China,50,"Data Visualization, Hadoop, PyTorch, AWS",Associate,8,Gaming,2024-08-12,2024-09-24,1065,6.4,Autonomous Tech,Hybrid,43
1097,AI01098,NLP Engineer,104757,USD,Mid-Level,Full-Time,Sweden,Medium,Sweden,0,"Azure, SQL, Computer Vision, Kubernetes",Associate,2,Technology,2024-01-12,2024-02-03,2087,9.9,Digital Transformation LLC,On-site,22
1098,AI01099,AI Architect,99360,EUR,Mid-Level,Contract,Netherlands,Large,Netherlands,0,"Azure, Tableau, Python",Associate,3,Consulting,2024-04-21,2024-06-20,1573,9.2,Smart Analytics,On-site,60
1099,AI01100,Head of AI,48541,USD,Entry-Level,Contract,Japan,Small,Norway,100,"Kubernetes, Deep Learning, Docker",Associate,1,Manufacturing,2024-12-14,2025-02-25,1978,6.5,Smart Analytics,Remote,73
1100,AI01101,Machine Learning Engineer,109517,USD,Executive-level,Full-Time,India,Small,India,0,"Azure, Spark, Kubernetes, Python, Hadoop",Associate,17,Transportation,2024-03-10,2024-04-26,1665,8.1,DataVision Ltd,On-site,47
1101,AI01102,Head of AI,161346,USD,Executive-level,Part-Time,Japan,Medium,Canada,50,"Python, TensorFlow, MLOps, Spark",PhD,10,Telecommunications,2024-09-06,2024-10-08,1733,6.9,TechCorp Inc,Hybrid,32
1102,AI01103,Data Analyst,272477,USD,Executive-level,Contract,Singapore,Large,Singapore,0,"Computer Vision, SQL, TensorFlow, Statistics",Bachelor,16,Consulting,2025-04-29,2025-05-24,643,5.3,Quantum Computing Inc,On-site,25
1103,AI01104,AI Specialist,70997,USD,Mid-Level,Contract,Austria,Medium,Austria,50,"Scala, TensorFlow, Tableau",Associate,3,Energy,2024-08-08,2024-09-08,1490,5.9,Neural Networks Co,Hybrid,31
1104,AI01105,Deep Learning Engineer,139357,USD,Executive-level,Part-Time,Finland,Small,Finland,50,"NLP, Spark, PyTorch, Statistics",PhD,11,Automotive,2024-05-30,2024-06-21,1968,5.1,Future Systems,Hybrid,22
1105,AI01106,Robotics Engineer,109453,USD,Mid-Level,Freelance,Sweden,Large,Sweden,0,"Hadoop, SQL, Statistics, Computer Vision",Bachelor,4,Gaming,2024-04-11,2024-06-04,1486,9.2,Cloud AI Solutions,On-site,54
1106,AI01107,AI Product Manager,133277,USD,Executive-level,Full-Time,Ireland,Medium,Ireland,50,"Git, Deep Learning, R",Bachelor,15,Energy,2024-01-30,2024-04-06,1571,6.6,Machine Intelligence Group,Hybrid,67
1107,AI01108,Deep Learning Engineer,45957,USD,Entry-Level,Part-Time,South Korea,Medium,South Korea,0,"Hadoop, Python, Azure, Java, GCP",Associate,0,Education,2025-02-05,2025-03-18,919,7.3,Digital Transformation LLC,On-site,41
1108,AI01109,AI Consultant,152020,USD,Executive-level,Freelance,India,Small,India,0,"Git, SQL, Deep Learning, Docker, R",Associate,11,Healthcare,2024-02-24,2024-05-07,820,9.2,Digital Transformation LLC,On-site,73
1109,AI01110,AI Research Scientist,53959,USD,Entry-Level,Part-Time,Canada,Small,Canada,50,"GCP, Linux, Python, TensorFlow",Master,1,Gaming,2024-12-26,2025-01-17,2248,8.5,Algorithmic Solutions,Hybrid,22
1110,AI01111,Data Analyst,65952,EUR,Entry-Level,Full-Time,Netherlands,Medium,Netherlands,50,"MLOps, Linux, Azure, Mathematics",Bachelor,0,Finance,2025-01-13,2025-03-02,1881,6.8,Autonomous Tech,Hybrid,48
1111,AI01112,AI Consultant,76023,USD,Entry-Level,Part-Time,Singapore,Large,Singapore,0,"Azure, PyTorch, Deep Learning",PhD,0,Automotive,2024-03-24,2024-04-25,1647,5.5,Advanced Robotics,On-site,32
1112,AI01113,Autonomous Systems Engineer,82330,USD,Senior-Level ,Contract,India,Medium,India,0,"MLOps, R, Computer Vision, Hadoop",Master,6,Consulting,2025-04-04,2025-04-26,1552,9.3,Machine Intelligence Group,On-site,22
